-22.00601058;-47.89870056;10.00
-22.00599650;-47.89869937;10.00
-22.00598277;-47.89869582;10.00
-22.00596973;-47.89869000;10.00
-22.00595769;-47.89868206;10.00
-22.00594695;-47.89867219;10.00
-22.00593778;-47.89866062;10.00
-22.00593041;-47.89864766;10.00
-22.00592500;-47.89863361;10.00
-22.00592171;-47.89861883;10.00
-22.00592060;-47.89860367;10.00
-22.00592171;-47.89858852;10.00
-22.00592500;-47.89857373;10.00
-22.00593041;-47.89855969;10.00
-22.00593778;-47.89854672;10.00
-22.00594695;-47.89853516;10.00
-22.00595769;-47.89852529;10.00
-22.00596973;-47.89851734;10.00
-22.00598277;-47.89851153;10.00
-22.00599650;-47.89850798;10.00
-22.00601058;-47.89850678;10.00
-22.00602466;-47.89850798;10.00
-22.00603839;-47.89851153;10.00
-22.00605143;-47.89851734;10.00
-22.00606347;-47.89852529;10.00
-22.00607421;-47.89853516;10.00
-22.00608338;-47.89854672;10.00
-22.00609075;-47.89855969;10.00
-22.00609616;-47.89857373;10.00
-22.00609945;-47.89858852;10.00
-22.00610056;-47.89860367;10.00
-22.00609945;-47.89861883;10.00
-22.00609616;-47.89863361;10.00
-22.00609075;-47.89864766;10.00
-22.00608338;-47.89866062;10.00
-22.00607421;-47.89867219;10.00
-22.00606347;-47.89868206;10.00
-22.00605143;-47.89869000;10.00
-22.00603839;-47.89869582;10.00
-22.00602466;-47.89869937;10.00
-22.00601058;-47.89870056;10.00
